lat,long,min_temp,max_temp,elevation,isothermality,mean_temp,precip,seasonal_temp,pred_cluster,species,community,new,province,genus
37.062,-6.379,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Netta rufina,Andalucia,"37.062,-6.379",Sevilla,Netta
37.598,-6.334,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.598,-6.334",Sevilla,Hyla
37.54,-6.31,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Bufo spinosus,Andalucia,"37.54,-6.31",Sevilla,Bufo
37.548,-6.307,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"37.548,-6.307",Sevilla,Lissotriton
37.551,-6.307,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"37.551,-6.307",Sevilla,Lissotriton
37.552,-6.307,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"37.552,-6.307",Sevilla,Lissotriton
37.548,-6.365,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"37.548,-6.365",Sevilla,Lissotriton
37.527,-6.348,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"37.527,-6.348",Sevilla,Lissotriton
37.574,-6.311,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Bufo spinosus,Andalucia,"37.574,-6.311",Sevilla,Bufo
37.541,-6.299,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.541,-6.299",Sevilla,Discoglossus
37.32,-6.1,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Herpestes ichneumon,Andalucia,"37.32,-6.1",Sevilla,Herpestes
36.033,-5.577,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Genetta genetta,Andalucia,"36.033,-5.577",Campo de Gibraltar,Genetta
37.466,-6.175,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.466,-6.175",Sevilla,Hyla
37.2,-5.15,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Eliomys quercinus,Andalucia,"37.2,-5.15",Sevilla,Eliomys
37.128,-6.482,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hirundo rustica,Andalucia,"37.128,-6.482",Huelva,Hirundo
37.35,-5.95,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Vulpes vulpes,Andalucia,"37.35,-5.95",Sevilla,Vulpes
37.075,-6.528,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Meles meles,Andalucia,"37.075,-6.528",Huelva,Meles
37.0,-6.6,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Vulpes vulpes,Andalucia,"37.0,-6.6",Cadiz,Vulpes
36.98,-6.27,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Herpestes ichneumon,Andalucia,"36.98,-6.27",Sevilla,Herpestes
36.95,-6.3,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Vulpes vulpes,Andalucia,"36.95,-6.3",Sevilla,Vulpes
36.95,-6.25,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Vulpes vulpes,Andalucia,"36.95,-6.25",Sevilla,Vulpes
36.9,-6.25,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Vulpes vulpes,Andalucia,"36.9,-6.25",Sevilla,Vulpes
36.9,-6.3,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Vulpes vulpes,Andalucia,"36.9,-6.3",Costa Noroeste,Vulpes
36.6,-6.233,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Tyto alba,Andalucia,"36.6,-6.233",Cadiz,Tyto
43.586,-5.921,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,3,Podiceps nigricollis,Andalucia,"43.586,-5.921",Asturias,Podiceps
43.385,-4.474,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,4,Tachybaptus ruficollis,Andalucia,"43.385,-4.474",Cantabria,Tachybaptus
37.578,-6.095,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.578,-6.095",Sevilla,Hyla
37.529,-6.217,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"37.529,-6.217",Sevilla,Pleurodeles
37.526,-6.216,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"37.526,-6.216",Sevilla,Pleurodeles
37.535,-6.2,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.535,-6.2",Sevilla,Hyla
37.935,-6.182,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"37.935,-6.182",Badajoz,Lissotriton
37.936,-6.182,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.936,-6.182",Sevilla,Hyla
37.405,-6.113,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.405,-6.113",Sevilla,Discoglossus
37.956,-5.625,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"37.956,-5.625",Sevilla,Pleurodeles
37.95,-5.65,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Salamandra salamandra,Andalucia,"37.95,-5.65",Sevilla,Salamandra
37.397,-6.252,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Herpestes ichneumon,Andalucia,"37.397,-6.252",Sevilla,Herpestes
37.2,-6.25,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Meles meles,Andalucia,"37.2,-6.25",Sevilla,Meles
37.924,-6.167,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.924,-6.167",Sevilla,Hyla
37.923,-6.167,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.923,-6.167",Sevilla,Hyla
37.929,-6.163,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.929,-6.163",Sevilla,Hyla
37.928,-6.163,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelobates cultripes,Andalucia,"37.928,-6.163",Sevilla,Pelobates
37.936,-6.156,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.936,-6.156",Sevilla,Hyla
37.921,-6.136,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.921,-6.136",Sevilla,Hyla
37.922,-6.134,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.922,-6.134",Sevilla,Hyla
37.943,-6.106,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.943,-6.106",Sevilla,Hyla
37.843,-5.913,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.843,-5.913",Sevilla,Hyla
37.851,-5.896,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelobates cultripes,Andalucia,"37.851,-5.896",Sevilla,Pelobates
37.911,-5.826,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.911,-5.826",Sevilla,Hyla
37.906,-5.817,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.906,-5.817",Sevilla,Discoglossus
37.904,-5.812,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.904,-5.812",Sevilla,Discoglossus
37.9,-5.65,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Salamandra salamandra,Andalucia,"37.9,-5.65",Sevilla,Salamandra
37.955,-5.626,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"37.955,-5.626",Sevilla,Pleurodeles
37.992,-5.649,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.992,-5.649",Sevilla,Hyla
37.9,-5.6,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Salamandra salamandra,Andalucia,"37.9,-5.6",Sevilla,Salamandra
37.932,-5.586,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.932,-5.586",Sevilla,Hyla
37.94,-5.55,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.94,-5.55",Sevilla,Hyla
37.94,-5.547,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.94,-5.547",Sevilla,Hyla
37.851,-5.908,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.851,-5.908",Sevilla,Discoglossus
37.851,-5.897,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.851,-5.897",Sevilla,Hyla
37.853,-5.909,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelodytes ibericus,Andalucia,"37.853,-5.909",Sevilla,Pelodytes
37.85,-5.9,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Salamandra salamandra,Andalucia,"37.85,-5.9",Sevilla,Salamandra
37.857,-5.888,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"37.857,-5.888",Sevilla,Pleurodeles
37.402,-6.07,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"37.402,-6.07",Sevilla,Pleurodeles
36.951,-6.235,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Tadorna tadorna,Andalucia,"36.951,-6.235",Sevilla,Tadorna
36.942,-6.238,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Podiceps cristatus,Andalucia,"36.942,-6.238",Sevilla,Podiceps
43.587,-5.92,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,3,Podiceps nigricollis,Andalucia,"43.587,-5.92",Asturias,Podiceps
37.851,-5.617,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.851,-5.617",Sevilla,Hemorrhois
37.87,-5.673,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.87,-5.673",Sevilla,Hemorrhois
37.783,-5.556,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.783,-5.556",Sevilla,Hemorrhois
37.886,-5.638,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.886,-5.638",Sevilla,Hemorrhois
37.913,-5.607,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Timon lepidus,Andalucia,"37.913,-5.607",Sevilla,Timon
37.831,-5.605,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.831,-5.605",Sevilla,Hemorrhois
37.89,-5.62,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.89,-5.62",Sevilla,Hemorrhois
37.914,-5.605,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Timon lepidus,Andalucia,"37.914,-5.605",Sevilla,Timon
37.895,-5.612,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.895,-5.612",Sevilla,Hemorrhois
37.896,-5.611,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.896,-5.611",Sevilla,Hemorrhois
37.914,-5.607,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Timon lepidus,Andalucia,"37.914,-5.607",Sevilla,Timon
37.813,-5.663,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Blanus cinereus,Andalucia,"37.813,-5.663",Sevilla,Blanus
37.889,-5.587,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.889,-5.587",Sevilla,Hemorrhois
37.76,-5.585,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.76,-5.585",Sevilla,Hemorrhois
37.857,-5.571,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Blanus cinereus,Andalucia,"37.857,-5.571",Sevilla,Blanus
37.857,-5.57,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Blanus cinereus,Andalucia,"37.857,-5.57",Sevilla,Blanus
37.826,-5.526,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Blanus cinereus,Andalucia,"37.826,-5.526",Sevilla,Blanus
37.863,-5.629,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Timon lepidus,Andalucia,"37.863,-5.629",Sevilla,Timon
37.939,-6.143,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Timon lepidus,Andalucia,"37.939,-6.143",Sevilla,Timon
37.415,-6.082,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.415,-6.082",Sevilla,Hemorrhois
37.411,-6.064,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.411,-6.064",Sevilla,Hemorrhois
37.41,-6.09,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.41,-6.09",Sevilla,Hemorrhois
37.417,-6.069,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hemorrhois hippocrepis,Andalucia,"37.417,-6.069",Sevilla,Hemorrhois
38.0,-5.75,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Salamandra salamandra,Andalucia,"38.0,-5.75",Sevilla,Salamandra
38.045,-5.737,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"38.045,-5.737",Sevilla,Hyla
38.03,-5.728,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"38.03,-5.728",Sevilla,Hyla
38.031,-5.706,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"38.031,-5.706",Sevilla,Pleurodeles
38.03,-5.705,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"38.03,-5.705",Sevilla,Hyla
37.992,-5.703,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Salamandra salamandra,Andalucia,"37.992,-5.703",Sevilla,Salamandra
38.03,-5.701,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Bufo spinosus,Andalucia,"38.03,-5.701",Sevilla,Bufo
38.0,-5.7,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Salamandra salamandra,Andalucia,"38.0,-5.7",Sevilla,Salamandra
38.039,-5.677,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"38.039,-5.677",Sevilla,Hyla
38.042,-5.67,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"38.042,-5.67",Sevilla,Hyla
38.0,-5.6,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Salamandra salamandra,Andalucia,"38.0,-5.6",Sevilla,Salamandra
38.016,-5.595,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"38.016,-5.595",Sevilla,Lissotriton
38.017,-5.593,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"38.017,-5.593",Sevilla,Lissotriton
38.079,-5.59,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"38.079,-5.59",Sevilla,Hyla
37.99,-5.538,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.99,-5.538",Sevilla,Hyla
38.031,-5.705,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"38.031,-5.705",Sevilla,Discoglossus
38.017,-5.594,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"38.017,-5.594",Sevilla,Hyla
38.031,-5.708,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"38.031,-5.708",Sevilla,Pleurodeles
38.043,-5.671,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"38.043,-5.671",Sevilla,Discoglossus
38.024,-5.623,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelobates cultripes,Andalucia,"38.024,-5.623",Sevilla,Pelobates
38.017,-5.592,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"38.017,-5.592",Sevilla,Pleurodeles
37.997,-5.555,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"37.997,-5.555",Sevilla,Pleurodeles
37.815,-5.662,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelobates cultripes,Andalucia,"37.815,-5.662",Sevilla,Pelobates
37.826,-5.647,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelobates cultripes,Andalucia,"37.826,-5.647",Sevilla,Pelobates
37.903,-5.647,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"37.903,-5.647",Sevilla,Pleurodeles
37.903,-5.642,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.903,-5.642",Sevilla,Hyla
37.901,-5.642,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"37.901,-5.642",Sevilla,Lissotriton
37.921,-5.627,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelodytes ibericus,Andalucia,"37.921,-5.627",Sevilla,Pelodytes
37.883,-5.62,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.883,-5.62",Sevilla,Discoglossus
37.853,-5.618,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"37.853,-5.618",Sevilla,Pleurodeles
37.823,-5.613,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelobates cultripes,Andalucia,"37.823,-5.613",Sevilla,Pelobates
37.83,-5.61,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelobates cultripes,Andalucia,"37.83,-5.61",Sevilla,Pelobates
37.913,-5.606,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.913,-5.606",Sevilla,Hyla
37.85,-5.6,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Salamandra salamandra,Andalucia,"37.85,-5.6",Sevilla,Salamandra
37.835,-5.592,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.835,-5.592",Sevilla,Discoglossus
37.896,-5.56,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"37.896,-5.56",Sevilla,Lissotriton
37.895,-5.559,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"37.895,-5.559",Sevilla,Lissotriton
37.9,-5.55,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Salamandra salamandra,Andalucia,"37.9,-5.55",Sevilla,Salamandra
37.908,-5.549,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"37.908,-5.549",Sevilla,Pleurodeles
37.849,-5.548,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.849,-5.548",Sevilla,Hyla
37.825,-5.526,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelobates cultripes,Andalucia,"37.825,-5.526",Sevilla,Pelobates
37.913,-5.524,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"37.913,-5.524",Sevilla,Lissotriton
37.914,-5.518,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelobates cultripes,Andalucia,"37.914,-5.518",Sevilla,Pelobates
37.913,-5.517,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.913,-5.517",Sevilla,Hyla
37.914,-5.517,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"37.914,-5.517",Sevilla,Pleurodeles
37.912,-5.515,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelobates cultripes,Andalucia,"37.912,-5.515",Sevilla,Pelobates
37.906,-5.502,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.906,-5.502",Sevilla,Discoglossus
37.904,-5.501,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.904,-5.501",Sevilla,Discoglossus
37.938,-5.683,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelobates cultripes,Andalucia,"37.938,-5.683",Sevilla,Pelobates
37.879,-5.673,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"37.879,-5.673",Sevilla,Lissotriton
37.88,-5.671,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pleurodeles waltl,Andalucia,"37.88,-5.671",Sevilla,Pleurodeles
37.862,-5.664,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Lissotriton boscai,Andalucia,"37.862,-5.664",Sevilla,Lissotriton
37.836,-5.675,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.836,-5.675",Sevilla,Discoglossus
37.75,-5.675,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.75,-5.675",Sevilla,Hyla
37.792,-5.63,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.792,-5.63",Sevilla,Hyla
37.755,-5.619,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Pelobates cultripes,Andalucia,"37.755,-5.619",Sevilla,Pelobates
37.934,-5.504,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.934,-5.504",Sevilla,Discoglossus
37.923,-5.504,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.923,-5.504",Sevilla,Discoglossus
37.924,-5.503,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Hyla meridionalis,Andalucia,"37.924,-5.503",Sevilla,Hyla
37.829,-5.5,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Salamandra salamandra,Andalucia,"37.829,-5.5",Sevilla,Salamandra
37.92,-5.485,0.26025767,1.550703385,-0.299635398,0.386285653,0.954123006,0.985189336,0.481244972,0,Discoglossus galganoi,Andalucia,"37.92,-5.485",Sevilla,Discoglossus
