long,lat,locality,province,year,month,kingdom,class,family,genus,species,common_name,loc
-2.58,42.8,Aberasturi,Alava,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2005,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2006,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2006,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2007,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2009,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2010,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2010,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2011,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2012,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2013,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2014,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2015,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2016,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.58,42.8,Aberasturi,Alava,2016,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.58, 42.8)}"
-2.87,42.97,Altube,Alava,2011,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.87, 42.97)}"
-2.87,42.97,Altube,Alava,2014,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.87, 42.97)}"
-2.87,42.97,Altube,Alava,2015,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.87, 42.97)}"
-2.54,42.83,Anua,Alava,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2005,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2005,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2006,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2007,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2008,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2009,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2010,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2010,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2011,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2012,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2012,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2013,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2013,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2014,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2015,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.54,42.83,Anua,Alava,2016,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.54, 42.83)}"
-2.55,42.86,Argomaniz,Alava,2006,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.55, 42.86)}"
-2.55,42.86,Argomaniz,Alava,2007,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.55, 42.86)}"
-2.55,42.86,Argomaniz,Alava,2008,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.55, 42.86)}"
-2.55,42.86,Argomaniz,Alava,2013,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.55, 42.86)}"
-2.55,42.86,Argomaniz,Alava,2013,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.55, 42.86)}"
-2.55,42.86,Argomaniz,Alava,2014,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.55, 42.86)}"
-2.55,42.86,Argomaniz,Alava,2016,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.55, 42.86)}"
-2.63,42.86,Arkaute,Alava,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2005,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2005,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2006,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2006,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Espatula comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2006,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2007,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2008,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2009,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2010,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2011,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2011,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2012,Jan,Animalia,Aves,Ardeidae,Ardea,Ardea alba,Garceta grande,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2012,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2013,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2013,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2014,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2014,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2015,Jan,Animalia,Aves,Ardeidae,Ardea,Ardea alba,Garceta grande,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2015,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2016,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.63,42.86,Arkaute,Alava,2016,Jan,Animalia,Aves,Ardeidae,Ardea,Ardea alba,Garceta grande,"{'type': 'Point', 'coordinates': (-2.63, 42.86)}"
-2.99,42.78,Arreo,Alava,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.99, 42.78)}"
-2.99,42.78,Arreo,Alava,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.99, 42.78)}"
-2.99,42.78,Arreo,Alava,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.99, 42.78)}"
-2.99,42.78,Arreo,Alava,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.99, 42.78)}"
-2.99,42.78,Arreo,Alava,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.99, 42.78)}"
-2.99,42.78,Arreo,Alava,2005,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.99, 42.78)}"
-2.99,42.78,Arreo,Alava,2006,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.99, 42.78)}"
-2.99,42.78,Arreo,Alava,2007,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.99, 42.78)}"
-2.99,42.78,Arreo,Alava,2009,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.99, 42.78)}"
-2.99,42.78,Arreo,Alava,2012,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.99, 42.78)}"
-1.714,38.488,Laguna de Los Patos,Albecete,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.714, 38.488)}"
-0.41,38.812,Albufera de Gaianes,Alicante,2011,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-0.41, 38.812)}"
-0.41,38.812,Albufera de Gaianes,Alicante,2011,Jan,Animalia,Aves,Ardeidae,Ardea,Egretta alba,Garceta grande,"{'type': 'Point', 'coordinates': (-0.41, 38.812)}"
-0.41,38.812,Albufera de Gaianes,Alicante,2011,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-0.41, 38.812)}"
-0.41,38.812,Albufera de Gaianes,Alicante,2012,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-0.41, 38.812)}"
-0.41,38.812,Albufera de Gaianes,Alicante,2012,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-0.41, 38.812)}"
-0.41,38.812,Albufera de Gaianes,Alicante,2013,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-0.41, 38.812)}"
-0.41,38.812,Albufera de Gaianes,Alicante,2013,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-0.41, 38.812)}"
-0.4,38.806,Albufera de Gaianes,Alicante,2019,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Little Grebe,"{'type': 'Point', 'coordinates': (-0.4, 38.806)}"
-2.634,42.861,Balsa de Zurbano ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.634, 42.861)}"
-0.545,38.254,Balsares-Carabassi-Clot de Galvany ,Alicante,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-0.545, 38.254)}"
-2.794,36.706,Campo de golf Almerimar ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.794, 36.706)}"
-2.729,36.763,Canada de las Norias ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.729, 36.763)}"
-2.729,36.763,Canada de las Norias ,Alicante,2003,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-2.729, 36.763)}"
-2.729,36.763,Canada de las Norias ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.729, 36.763)}"
-2.759,36.693,Charcones de Punta Entinas ,Alicante,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.759, 36.693)}"
-2.759,36.693,Charcones de Punta Entinas ,Alicante,2002,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-2.759, 36.693)}"
-2.759,36.693,Charcones de Punta Entinas ,Alicante,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.759, 36.693)}"
-2.759,36.693,Charcones de Punta Entinas ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.759, 36.693)}"
-2.759,36.693,Charcones de Punta Entinas ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.759, 36.693)}"
-2.258,36.797,Desembocadura de la Rambla de Morales ,Alicante,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-2.258, 36.797)}"
-2.258,36.797,Desembocadura de la Rambla de Morales ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.258, 36.797)}"
-2.258,36.797,Desembocadura de la Rambla de Morales ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.258, 36.797)}"
-1.774,37.243,Desembocadura del Rio Almanzora ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.774, 37.243)}"
-1.81,37.201,Desembocadura del Rio Antas ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.81, 37.201)}"
-0.639,38.113,Desembocadura del Rio Segura ,Alicante,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-0.639, 38.113)}"
-3.025,36.888,Embalse de Beninar ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-3.025, 36.888)}"
-3.025,36.888,Embalse de Beninar ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-3.025, 36.888)}"
-1.867,37.268,"Rio Almanzora, tramo bajo ",Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.867, 37.268)}"
-2.221,36.769,Salinas de Cabo de Gata ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.221,36.769,Salinas de Cabo de Gata ,Alicante,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.221,36.769,Salinas de Cabo de Gata ,Alicante,2003,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Espatula comun,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
0.067,38.645,Salinas de Calpe ,Alicante,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (0.067, 38.645)}"
0.067,38.645,Salinas de Calpe ,Alicante,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (0.067, 38.645)}"
-2.675,36.698,Salinas de Cerrillos ,Alicante,2003,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Espatula comun,"{'type': 'Point', 'coordinates': (-2.675, 36.698)}"
-2.675,36.698,Salinas de Cerrillos ,Alicante,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-2.675, 36.698)}"
-2.675,36.698,Salinas de Cerrillos ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.675, 36.698)}"
-2.675,36.698,Salinas de Cerrillos ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.675, 36.698)}"
-2.816,36.713,Salinas de Guardias Viejas ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.816, 36.713)}"
-2.816,36.713,Salinas de Guardias Viejas ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.816, 36.713)}"
-2.816,36.713,Salinas de Guardias Viejas ,Alicante,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.816, 36.713)}"
-0.637,38.172,Salinas de Santa Pola ,Alicante,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-0.637, 38.172)}"
-0.637,38.172,Salinas de Santa Pola ,Alicante,2001,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-0.637, 38.172)}"
-0.637,38.172,Salinas de Santa Pola ,Alicante,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-0.637, 38.172)}"
