long,lat,locality,province,year,month,kingdom,class,family,genus,species,common_name,loc
-3.492,43.424,"Marismas de Santona, Victoria y Joyel PNat--Canal de Hano",Santander,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Eared Grebe,"{'type': 'Point', 'coordinates': (-3.492, 43.424)}"
-3.492,43.424,"Marismas de Santona, Victoria y Joyel PNat--Canal de Hano",Santander,2000,Jan,Animalia,Aves,Anatidae,Anas,Mareca penelope,Eurasian Wigeon,"{'type': 'Point', 'coordinates': (-3.492, 43.424)}"
-3.492,43.424,"Marismas de Santona, Victoria y Joyel PNat--Canal de Hano",Santander,2001,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Eurasian Spoonbill,"{'type': 'Point', 'coordinates': (-3.492, 43.424)}"
-3.492,43.424,"Marismas de Santona, Victoria y Joyel PNat--Canal de Hano",Santander,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps auritus,Horned Grebe,"{'type': 'Point', 'coordinates': (-3.492, 43.424)}"
-3.492,43.424,"Marismas de Santona, Victoria y Joyel PNat--Canal de Hano",Santander,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Eared Grebe,"{'type': 'Point', 'coordinates': (-3.492, 43.424)}"
-3.481,43.432,"Marismas de Santona, Victoria y Joyel PNat--Canal de Hano exterior",Santander,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps auritus,Horned Grebe,"{'type': 'Point', 'coordinates': (-3.481, 43.432)}"
-3.481,43.432,"Marismas de Santona, Victoria y Joyel PNat--Canal de Hano exterior",Santander,2000,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Eurasian Spoonbill,"{'type': 'Point', 'coordinates': (-3.481, 43.432)}"
-3.48,43.419,"Marismas de Santona, Victoria y Joyel PNat--Cicero",Santander,2001,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Common Shelduck,"{'type': 'Point', 'coordinates': (-3.48, 43.419)}"
-3.48,43.419,"Marismas de Santona, Victoria y Joyel PNat--Cicero",Santander,2001,Jan,Animalia,Aves,Anatidae,Anas,Mareca penelope,Eurasian Wigeon,"{'type': 'Point', 'coordinates': (-3.48, 43.419)}"
-3.462,43.44,"Marismas de Santona, Victoria y Joyel PNat--Puerto de Santona",Santander,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Eared Grebe,"{'type': 'Point', 'coordinates': (-3.462, 43.44)}"
-3.506,43.472,Noja area,Santander,2000,Jan,Animalia,Aves,Fringillidae,Fringilla,Fringilla coelebs,Common Chaffinch,"{'type': 'Point', 'coordinates': (-3.506, 43.472)}"
-3.966,43.442,Ria de Liencres-Mogro ,Santander,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-3.966, 43.442)}"
-3.966,43.442,Ria de Liencres-Mogro ,Santander,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-3.966, 43.442)}"
-4.39,43.387,Ria de San Vicente de La Barquera ,Santander,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.39, 43.387)}"
-4.39,43.387,Ria de San Vicente de La Barquera ,Santander,2002,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Espatula comun,"{'type': 'Point', 'coordinates': (-4.39, 43.387)}"
-4.39,43.387,Ria de San Vicente de La Barquera ,Santander,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.39, 43.387)}"
-4.39,43.387,Ria de San Vicente de La Barquera ,Santander,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-4.39, 43.387)}"
-4.39,43.387,Ria de San Vicente de La Barquera ,Santander,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.39, 43.387)}"
-4.39,43.387,Ria de San Vicente de La Barquera ,Santander,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.39, 43.387)}"
-4.033,43.434,Ria de Suances ,Santander,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.033, 43.434)}"
-4.033,43.434,Ria de Suances ,Santander,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.033, 43.434)}"
-4.033,43.434,Ria de Suances ,Santander,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.033, 43.434)}"
-4.033,43.434,Ria de Suances ,Santander,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.033, 43.434)}"
-4.025,39.964,"Balsa Canal de la Sagra, Bargas (TO)",Segovia,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.025, 39.964)}"
-4.524,41.026,Embalse de Juarros de Voltoya (SG),Segovia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.524, 41.026)}"
-3.533,41.519,Embalse de Linares del Arroyo (SG),Segovia,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-3.533, 41.519)}"
-3.533,41.519,Embalse de Linares del Arroyo (SG),Segovia,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-3.533, 41.519)}"
-3.533,41.519,Embalse de Linares del Arroyo (SG),Segovia,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-3.533, 41.519)}"
-3.533,41.519,Embalse de Linares del Arroyo (SG),Segovia,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-3.533, 41.519)}"
-3.533,41.519,Embalse de Linares del Arroyo (SG),Segovia,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-3.533, 41.519)}"
-4.028,40.912,Embalse de Ponton Alto (SG),Segovia,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.028, 40.912)}"
-4.028,40.912,Embalse de Ponton Alto (SG),Segovia,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.028, 40.912)}"
-4.028,40.912,Embalse de Ponton Alto (SG),Segovia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.028, 40.912)}"
-4.028,40.912,Embalse de Ponton Alto (SG),Segovia,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.028, 40.912)}"
-4.028,40.912,Embalse de Ponton Alto (SG),Segovia,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.028, 40.912)}"
-4.028,40.912,Embalse de Ponton Alto (SG),Segovia,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.028, 40.912)}"
-3.53,40.303,Graveras de El Porcal (M),Segovia,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-3.53, 40.303)}"
-3.995,41.285,Laguna de Navahornos (SG),Segovia,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-3.995, 41.285)}"
-3.99,41.265,Laguna de Navalayegua (SG),Segovia,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-3.99, 41.265)}"
-3.99,41.265,Laguna de Navalayegua (SG),Segovia,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-3.99, 41.265)}"
-3.99,41.265,Laguna de Navalayegua (SG),Segovia,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-3.99, 41.265)}"
-3.982,41.277,Laguna de Navalsoto (SG),Segovia,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-3.982, 41.277)}"
-3.976,41.253,Laguna de Sotillo Bajero (SG),Segovia,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-3.976, 41.253)}"
-3.976,41.253,Laguna de Sotillo Bajero (SG),Segovia,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-3.976, 41.253)}"
-4.444,41.206,"Laguna del Rincon de la Vega, Navas de Oro (SG)",Segovia,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.444, 41.206)}"
-4.332,39.819,Rio Tajo Castrejon-Puebla de Montalban (TO),Segovia,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.332, 39.819)}"
-6.36,37.129,Arrozal de Hato Blanco (SE),Sevilla,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-6.36, 37.129)}"
-6.36,37.129,Arrozal de Hato Blanco (SE),Sevilla,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-6.36, 37.129)}"
-6.36,37.129,Arrozal de Hato Blanco (SE),Sevilla,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-6.36, 37.129)}"
-6.36,37.129,Arrozal de Hato Blanco (SE),Sevilla,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-6.36, 37.129)}"
-6.36,37.129,Arrozal de Hato Blanco (SE),Sevilla,2002,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Espatula comun,"{'type': 'Point', 'coordinates': (-6.36, 37.129)}"
-6.042,36.953,"Balsa de Lebrija ""Don Melendo"" (SE)",Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-6.042, 36.953)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2002,Jan,Animalia,Aves,Threskiornithidae,Plegadis,Plegadis falcinellus,Morito comun,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2002,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Espatula comun,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2002,Jan,Animalia,Aves,Ardeidae,Ardea,Egretta alba,Garceta grande,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2002,Jan,Animalia,Aves,Ardeidae,Nycticorax,Nycticorax nycticorax,Martinete comun,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2002,Jan,Animalia,Aves,Ardeidae,Ardeola,Ardeola ralloides,Garcilla cangrejera,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2003,Jan,Animalia,Aves,Threskiornithidae,Plegadis,Plegadis falcinellus,Morito comun,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2003,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Espatula comun,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2003,Jan,Animalia,Aves,Ardeidae,Ardea,Egretta alba,Garceta grande,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2003,Jan,Animalia,Aves,Ardeidae,Ardeola,Ardeola ralloides,Garcilla cangrejera,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2003,Jan,Animalia,Aves,Ardeidae,Nycticorax,Nycticorax nycticorax,Martinete comun,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2004,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Espatula comun,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2004,Jan,Animalia,Aves,Ardeidae,Nycticorax,Nycticorax nycticorax,Martinete comun,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2004,Jan,Animalia,Aves,Ardeidae,Ardeola,Ardeola ralloides,Garcilla cangrejera,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.049,37.163,Brazo de Este (SE),Sevilla,2004,Jan,Animalia,Aves,Ardeidae,Ardea,Egretta alba,Garceta grande,"{'type': 'Point', 'coordinates': (-6.049, 37.163)}"
-6.234,37.05,Brazo de la Torre y Cantaritas (SE),Sevilla,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-6.234, 37.05)}"
-6.171,37.215,Dehesa de Abajo (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-6.171, 37.215)}"
-5.851,37.882,Embalse de Atalaya (SE),Sevilla,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-5.851, 37.882)}"
-5.458,37.771,Embalse de Jose Toran (SE),Sevilla,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-5.458, 37.771)}"
-5.373,37.853,Embalse El Retortillo (SE),Sevilla,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-5.373, 37.853)}"
-5.297,37.303,Embalse La Coronela (SE),Sevilla,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.297, 37.303)}"
-6.093,37.191,"La Corta de los Olivillos, Rio Guadalquivir (SE)",Sevilla,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-6.093, 37.191)}"
-6.093,37.191,"La Corta de los Olivillos, Rio Guadalquivir (SE)",Sevilla,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-6.093, 37.191)}"
-5.176,37.37,Laguna Calderon Grande (SE),Sevilla,2004,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-5.176, 37.37)}"
-5.824,37.038,Laguna de Arjona (SE),Sevilla,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-5.824, 37.038)}"
-5.169,37.384,Laguna de Consuegra 1 (SE),Sevilla,2001,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-5.169, 37.384)}"
-5.912,36.898,Laguna de Galiana (SE),Sevilla,2000,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-5.912, 36.898)}"
-5.912,36.898,Laguna de Galiana (SE),Sevilla,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.912, 36.898)}"
-5.815,37.052,Laguna de la Alcaparrosa (SE),Sevilla,2004,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-5.815, 37.052)}"
-5.815,37.052,Laguna de la Alcaparrosa (SE),Sevilla,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.815, 37.052)}"
-5.918,36.896,Laguna de la Cigarrera (SE),Sevilla,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-5.918, 36.896)}"
-5.918,36.896,Laguna de la Cigarrera (SE),Sevilla,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.918, 36.896)}"
-5.912,36.901,Laguna de la Pena (SE),Sevilla,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.912, 36.901)}"
-5.912,36.901,Laguna de la Pena (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-5.912, 36.901)}"
-5.912,36.901,Laguna de la Pena (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-5.912, 36.901)}"
-5.912,36.901,Laguna de la Pena (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.912, 36.901)}"
-5.912,36.901,Laguna de la Pena (SE),Sevilla,2004,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-5.912, 36.901)}"
-5.912,36.901,Laguna de la Pena (SE),Sevilla,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.912, 36.901)}"
-6.048,36.618,Laguna de Medina ,Sevilla,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-6.048, 36.618)}"
-5.085,37.418,Laguna de Ruiz-Sanchez (SE),Sevilla,2001,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-5.085, 37.418)}"
-0.291,37.219,Laguna de San Lorenzo (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-0.291, 37.219)}"
-5.8,37.037,Laguna de Zarracatin (SE),Sevilla,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-5.8, 37.037)}"
-5.8,37.037,Laguna de Zarracatin (SE),Sevilla,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-5.8, 37.037)}"
-5.228,37.365,Laguna del Gobierno (SE),Sevilla,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-5.228, 37.365)}"
-5.228,37.365,Laguna del Gobierno (SE),Sevilla,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.228, 37.365)}"
-5.228,37.365,Laguna del Gobierno (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-5.228, 37.365)}"
-5.228,37.365,Laguna del Gobierno (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.228, 37.365)}"
-4.948,37.131,Laguna del Gosque (SE),Sevilla,2001,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-4.948, 37.131)}"
-5.899,36.904,Laguna del Pilon (SE),Sevilla,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-5.899, 36.904)}"
-5.899,36.904,Laguna del Pilon (SE),Sevilla,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.899, 36.904)}"
-5.887,36.92,Laguna del Taraje (SE),Sevilla,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-5.887, 36.92)}"
-5.887,36.92,Laguna del Taraje (SE),Sevilla,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.887, 36.92)}"
-5.887,36.92,Laguna del Taraje (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-5.887, 36.92)}"
-5.887,36.92,Laguna del Taraje (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-5.887, 36.92)}"
-5.887,36.92,Laguna del Taraje (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.887, 36.92)}"
-5.176,37.371,Laguna La Ballestera (SE),Sevilla,2001,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-5.176, 37.371)}"
-6.272,37.073,Los Caracoles (SE),Sevilla,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-6.272, 37.073)}"
-6.379,37.062,Lucio de la FAO (SE),Sevilla,2000,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-6.379, 37.062)}"
-6.379,37.062,Lucio de la FAO (SE),Sevilla,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-6.379, 37.062)}"
-6.379,37.062,Lucio de la FAO (SE),Sevilla,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-6.379, 37.062)}"
-6.379,37.062,Lucio de la FAO (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-6.379, 37.062)}"
-6.379,37.062,Lucio de la FAO (SE),Sevilla,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-6.379, 37.062)}"
-6.379,37.062,Lucio de la FAO (SE),Sevilla,2003,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-6.379, 37.062)}"
-6.379,37.062,Lucio de la FAO (SE),Sevilla,2003,Jan,Animalia,Aves,Threskiornithidae,Plegadis,Plegadis falcinellus,Morito comun,"{'type': 'Point', 'coordinates': (-6.379, 37.062)}"
-6.379,37.062,Lucio de la FAO (SE),Sevilla,2004,Jan,Animalia,Aves,Threskiornithidae,Plegadis,Plegadis falcinellus,Morito comun,"{'type': 'Point', 'coordinates': (-6.379, 37.062)}"
-6.379,37.062,Lucio de la FAO (SE),Sevilla,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-6.379, 37.062)}"
-6.379,37.062,Lucio de la FAO (SE),Sevilla,2004,Jan,Animalia,Aves,Ardeidae,Ardeola,Ardeola ralloides,Garcilla cangrejera,"{'type': 'Point', 'coordinates': (-6.379, 37.062)}"
-6.379,37.062,Lucio de la FAO (SE),Sevilla,2004,Jan,Animalia,Aves,Ardeidae,Nycticorax,Nycticorax nycticorax,Martinete comun,"{'type': 'Point', 'coordinates': (-6.379, 37.062)}"
-6.379,37.062,Lucio de la FAO (SE),Sevilla,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-6.379, 37.062)}"
-6.233,36.6,PUERTO DE SANTA MARIA,Sevilla,2004,Jan,Animalia,Aves,Tytonidae,Tyto,Tyto alba,Lechuza comun,"{'type': 'Point', 'coordinates': (-6.233, 36.6)}"
-5.921,43.586,Ria de Aviles ,Sevilla,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-5.921, 43.586)}"
-4.474,43.385,Ria de Tina Menor ,Sevilla,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.474, 43.385)}"
