long;lat;locality;province;community;year;month;kingdom;class;family;genus;species;common_name
-4.589;40.426;Embalse de Burguillo ;Avila;Castilla-La Mancha;2005;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.589;40.426;Embalse de Burguillo ;Avila;Castilla-La Mancha;2005;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-4.589;40.426;Embalse de Burguillo ;Avila;Castilla-La Mancha;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.589;40.426;Embalse de Burguillo ;Avila;Castilla-La Mancha;2009;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.589;40.426;Embalse de Burguillo ;Avila;Castilla-La Mancha;2009;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-4.589;40.426;Embalse de Burguillo ;Avila;Castilla-La Mancha;2010;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-4.589;40.426;Embalse de Burguillo ;Avila;Castilla-La Mancha;2011;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.589;40.426;Embalse de Burguillo ;Avila;Castilla-La Mancha;2013;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.589;40.426;Embalse de Burguillo ;Avila;Castilla-La Mancha;2013;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-4.589;40.426;Embalse de Burguillo ;Avila;Castilla-La Mancha;2014;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.589;40.426;Embalse de Burguillo ;Avila;Castilla-La Mancha;2014;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-5.254;38.772; Badajoz;Badajoz;Extremadura;2001;Apr;Animalia;Reptilia;Lacertidae;Timon;Timon lepidus;Ocellated Lizard
-5.556;39.118; de Vegas Altas ;Badajoz;Extremadura;2003;Jan;Animalia;Aves;Ardeidae;Ardea;Egretta alba;Garceta grande
-5.556;39.118; de Vegas Altas ;Badajoz;Extremadura;2003;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-5.556;39.118; de Vegas Altas ;Badajoz;Extremadura;2007;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-5.556;39.118; de Vegas Altas ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Threskiornithidae;Plegadis;Plegadis falcinellus;Morito comun
-5.556;39.118; de Vegas Altas ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-5.556;39.118; de Vegas Altas ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Threskiornithidae;Platalea;Platalea leucorodia;Espatula comun
-5.556;39.118; de Vegas Altas ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Ardeidae;Ardea;Egretta alba;Garceta grande
-5.556;39.118; de Vegas Altas ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Ardeidae;Ardeola;Ardeola ralloides;Garcilla cangrejera
-6.209;38.741;Alange;Badajoz;Extremadura;2019;Mar;Animalia;Mammalia;Herpestidae;Herpestes;Herpestes ichneumon;Egyptian Mongoose
-6.28;38.79;Alange;Badajoz;Extremadura;2020;Jan;Animalia;Mammalia;Herpestidae;Herpestes;Herpestes ichneumon;Egyptian Mongoose
-6.043;38.986;Arrozales al Oeste de Yelbes;Badajoz;Extremadura;2014;Jan;Animalia;Aves;Upupidae;Upupa;Upupa epops;Eurasian Hoopoe
-6.043;38.986;Arrozales al Oeste de Yelbes;Badajoz;Extremadura;2014;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Common Chaffinch
-5.922;39.049;Arrozales de Hernan Cortes;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Upupidae;Upupa;Upupa epops;Eurasian Hoopoe
-5.922;39.049;Arrozales de Hernan Cortes;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Ardeidae;Ardea;Ardea alba;Great Egret
-5.922;39.049;Arrozales de Hernan Cortes;Badajoz;Extremadura;2014;Jan;Animalia;Aves;Upupidae;Upupa;Upupa epops;Eurasian Hoopoe
-5.922;39.049;Arrozales de Hernan Cortes;Badajoz;Extremadura;2014;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Common Chaffinch
-5.922;39.049;Arrozales de Hernan Cortes;Badajoz;Extremadura;2014;Jan;Animalia;Aves;Ardeidae;Ardea;Ardea alba;Great Egret
-5.922;39.049;Arrozales de Hernan Cortes;Badajoz;Extremadura;2015;Jan;Animalia;Aves;Upupidae;Upupa;Upupa epops;Eurasian Hoopoe
-5.745;39.132;Arrozales de Palazuelo;Badajoz;Extremadura;2014;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Common Chaffinch
-5.745;39.132;Arrozales de Palazuelo;Badajoz;Extremadura;2014;Jan;Animalia;Aves;Upupidae;Upupa;Upupa epops;Eurasian Hoopoe
-5.973;39.012;Arrozales de Santa Amalia;Badajoz;Extremadura;2014;Jan;Animalia;Aves;Upupidae;Upupa;Upupa epops;Eurasian Hoopoe
-5.933;39.069;Arrozales de Vivares;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Upupidae;Upupa;Upupa epops;Eurasian Hoopoe
-5.933;39.069;Arrozales de Vivares;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Ardeidae;Ardea;Ardea alba;Great Egret
-5.933;39.069;Arrozales de Vivares;Badajoz;Extremadura;2014;Jan;Animalia;Aves;Tytonidae;Tyto;Tyto alba;Barn Owl
-5.823;39.49;Badajoz;Badajoz;Extremadura;2001;Apr;Animalia;Amphibia;Pelobatidae;Pelobates;Pelobates cultripes;Western Spadefoot
-6.924;39.265;Badajoz;Badajoz;Extremadura;2011;Apr;Animalia;Mammalia;Herpestidae;Herpestes;Herpestes ichneumon;Egyptian Mongoose
-6.1;39.95;Badajoz;Badajoz;Extremadura;2011;May;Animalia;Mammalia;Canidae;Vulpes;Vulpes vulpes;Red Fox
-6.05;39.75;Badajoz;Badajoz;Extremadura;2011;May;Animalia;Mammalia;Canidae;Vulpes;Vulpes vulpes;Red Fox
-6.2;39.45;Badajoz;Badajoz;Extremadura;2012;Apr;Animalia;Mammalia;Canidae;Vulpes;Vulpes vulpes;Red Fox
-6.45;38.9;Badajoz;Badajoz;Extremadura;2015;May;Animalia;Mammalia;Canidae;Vulpes;Vulpes vulpes;Red Fox
-6.935;38.834;Badajoz;Badajoz;Extremadura;2019;Feb;Animalia;Mammalia;Herpestidae;Herpestes;Herpestes ichneumon;Egyptian Mongoose
-6.834;38.868;Badajoz;Badajoz;Extremadura;2019;Jan;Animalia;Mammalia;Herpestidae;Herpestes;Herpestes ichneumon;Egyptian Mongoose
-6.87;38.84;Badajoz;Badajoz;Extremadura;2020;Feb;Animalia;Mammalia;Herpestidae;Herpestes;Herpestes ichneumon;Egyptian Mongoose
-6.769;39.12;Badajoz;Badajoz;Extremadura;2020;Feb;Animalia;Mammalia;Mustelidae;Meles;Meles meles;Eurasian Badger
-6.141;39.211;Badajoz;Badajoz;Extremadura;2005;May;Animalia;Amphibia;Salamandridae;Lissotriton;Lissotriton boscai;Bosca's Newt
-6.013;39.769;Badajoz;Badajoz;Extremadura;2008;Feb;Animalia;Amphibia;Hylidae;Hyla;Hyla meridionalis;Mediterranean Tree Frog
-6.051;39.759;Badajoz;Badajoz;Extremadura;2010;Apr;Animalia;Amphibia;Hylidae;Hyla;Hyla meridionalis;Mediterranean Tree Frog
-5.964;39.549;Badajoz;Badajoz;Extremadura;2010;Jun;Animalia;Amphibia;Salamandridae;Pleurodeles;Pleurodeles waltl;Spanish Ribbed Newt
-6.262;39.524;Badajoz;Badajoz;Extremadura;2011;Apr;Animalia;Amphibia;Bufonidae;Bufo;Bufo spinosus;Spiny Toad
-6.11;39.932;Badajoz;Badajoz;Extremadura;2011;Apr;Animalia;Amphibia;Hylidae;Hyla;Hyla meridionalis;Mediterranean Tree Frog
-6.023;39.774;Badajoz;Badajoz;Extremadura;2011;May;Animalia;Amphibia;Hylidae;Hyla;Hyla meridionalis;Mediterranean Tree Frog
-6.076;39.926;Badajoz;Badajoz;Extremadura;2012;Jul;Animalia;Amphibia;Salamandridae;Lissotriton;Lissotriton boscai;Bosca's Newt
-6.067;39.917;Badajoz;Badajoz;Extremadura;2012;Jul;Animalia;Amphibia;Bufonidae;Bufo;Bufo spinosus;Spiny Toad
-6.011;39.773;Badajoz;Badajoz;Extremadura;2012;May;Animalia;Amphibia;Pelobatidae;Pelobates;Pelobates cultripes;Western Spadefoot
-6.005;39.771;Badajoz;Badajoz;Extremadura;2012;May;Animalia;Amphibia;Salamandridae;Pleurodeles;Pleurodeles waltl;Spanish Ribbed Newt
-5.907;39.508;Badajoz;Badajoz;Extremadura;2012;May;Animalia;Amphibia;Pelobatidae;Pelobates;Pelobates cultripes;Western Spadefoot
-5.907;39.508;Badajoz;Badajoz;Extremadura;2012;May;Animalia;Amphibia;Salamandridae;Pleurodeles;Pleurodeles waltl;Spanish Ribbed Newt
-6.882;38.835;Badajoz;Badajoz;Extremadura;2018;Feb;Animalia;Amphibia;Salamandridae;Pleurodeles;Pleurodeles waltl;Spanish Ribbed Newt
-6.887;38.838;Badajoz;Badajoz;Extremadura;2019;Apr;Animalia;Amphibia;Bufonidae;Bufo;Bufo spinosus;Spiny Toad
-6.882;38.835;Badajoz;Badajoz;Extremadura;2020;Apr;Animalia;Amphibia;Salamandridae;Pleurodeles;Pleurodeles waltl;Spanish Ribbed Newt
-5.386;38.754;Castuera;Badajoz;Extremadura;2017;Apr;Animalia;Amphibia;Pelobatidae;Pelobates;Pelobates cultripes;Western Spadefoot
-6.497;38.982;Embalse de Los Canchales--Cola del Lacara;Badajoz;Extremadura;2000;Jan;Animalia;Aves;Threskiornithidae;Platalea;Platalea leucorodia;Eurasian Spoonbill
-6.497;38.982;Embalse de Los Canchales--Cola del Lacara;Badajoz;Extremadura;2000;Jan;Animalia;Aves;Anatidae;Anas;Mareca penelope;Eurasian Wigeon
-6.55;39.05;La Nava de Santiago;Badajoz;Extremadura;2020;Feb;Animalia;Mammalia;Mustelidae;Meles;Meles meles;Eurasian Badger
-6.5;39.06;La Nava de Santiago;Badajoz;Extremadura;2020;Jan;Animalia;Mammalia;Herpestidae;Herpestes;Herpestes ichneumon;Egyptian Mongoose
-6.5;39.05;La Nava de Santiago;Badajoz;Extremadura;2020;Feb;Animalia;Mammalia;Canidae;Vulpes;Vulpes vulpes;Red Fox
-6.65;39.05;La Roca de la Sierra;Badajoz;Extremadura;2019;Mar;Animalia;Mammalia;Canidae;Vulpes;Vulpes vulpes;Red Fox
-6.5;38.95;Merida;Badajoz;Extremadura;2018;Jan;Animalia;Mammalia;Canidae;Vulpes;Vulpes vulpes;Red Fox
-6.42;39.055;Merida;Badajoz;Extremadura;2020;Feb;Animalia;Mammalia;Herpestidae;Herpestes;Herpestes ichneumon;Egyptian Mongoose
-6.396;38.935;Merida;Badajoz;Extremadura;2020;Feb;Animalia;Mammalia;Herpestidae;Herpestes;Herpestes ichneumon;Egyptian Mongoose
-6.35;38.95;Merida;Badajoz;Extremadura;2020;Jan;Animalia;Mammalia;Mustelidae;Meles;Meles meles;Eurasian Badger
-6.35;38.85;Merida;Badajoz;Extremadura;2020;Jan;Animalia;Mammalia;Canidae;Vulpes;Vulpes vulpes;Red Fox
-6.35;38.85;Merida;Badajoz;Extremadura;2020;Jan;Animalia;Mammalia;Mustelidae;Meles;Meles meles;Eurasian Badger
-6.286;38.947;Merida;Badajoz;Extremadura;2020;Jan;Animalia;Mammalia;Herpestidae;Herpestes;Herpestes ichneumon;Egyptian Mongoose
-6.42;38.924;Merida;Badajoz;Extremadura;2019;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Little Grebe
-6.358;38.92;Merida;Badajoz;Extremadura;2019;Jan;Animalia;Aves;Threskiornithidae;Platalea;Platalea leucorodia;Eurasian Spoonbill
-6.428;38.924;Merida;Badajoz;Extremadura;2019;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Black-crowned Night-Heron
-6.355;38.922;Merida--Parque Albarregas/Isla Guadiana;Badajoz;Extremadura;2018;Jan;Animalia;Aves;Ardeidae;Ardeola;Ardeola ralloides;Squacco Heron
-6.355;38.913;Merida--Parque de las 7 Sillas;Badajoz;Extremadura;2015;Jan;Animalia;Aves;Ardeidae;Ixobrychus;Ixobrychus minutus;Little Bittern
-6.368;38.929;Merida--Puente Guadiana A-5;Badajoz;Extremadura;2019;Jan;Animalia;Aves;Ardeidae;Ardea;Ardea alba;Great Egret
-6.351;38.913;Merida--Puente romano;Badajoz;Extremadura;2017;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Black-crowned Night-Heron
-6.351;38.913;Merida--Puente romano;Badajoz;Extremadura;2018;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Black-crowned Night-Heron
-6.351;38.913;Merida--Puente romano;Badajoz;Extremadura;2019;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Black-crowned Night-Heron
-6.351;38.913;Merida--Puente romano;Badajoz;Extremadura;2019;Jan;Animalia;Aves;Ardeidae;Ardea;Ardea alba;Great Egret
-6.247;38.054;Monesterio;Badajoz;Extremadura;2016;May;Animalia;Amphibia;Salamandridae;Pleurodeles;Pleurodeles waltl;Spanish Ribbed Newt
-6.247;38.054;Monesterio;Badajoz;Extremadura;2016;Oct;Animalia;Amphibia;Salamandridae;Pleurodeles;Pleurodeles waltl;Spanish Ribbed Newt
-6.2;37.9;Monesterio;Badajoz;Extremadura;2012;Jul;Animalia;Mammalia;Canidae;Vulpes;Vulpes vulpes;Red Fox
-6.16;37.957;Monesterio;Badajoz;Extremadura;2017;Feb;Animalia;Mammalia;Herpestidae;Herpestes;Herpestes ichneumon;Egyptian Mongoose
-7.117;38.65;Olivenza;Badajoz;Extremadura;2016;Jan;Animalia;Aves;Hirundinidae;Hirundo;Hirundo rustica;Golondrina comun
-7.027;38.85;Rio Guadiana Internacional;Badajoz;Extremadura;2005;May;Animalia;Amphibia;Hylidae;Hyla;Hyla molleri;Iberian Tree Frog
-6.064;38.56;Sierra Grande de Hornachos;Badajoz;Extremadura;2018;Apr;Animalia;Amphibia;Bufonidae;Bufo;Bufo spinosus;Spiny Toad
-4.998;38.939;Siruela;Badajoz;Extremadura;2016;Apr;Animalia;Amphibia;Salamandridae;Lissotriton;Lissotriton boscai;Bosca's Newt
-6.905;38.856;Tres Arroyos;Badajoz;Extremadura;2020;Jan;Animalia;Amphibia;Salamandridae;Pleurodeles;Pleurodeles waltl;Spanish Ribbed Newt
-6.904;38.856;Tres Arroyos;Badajoz;Extremadura;2020;Jan;Animalia;Amphibia;Salamandridae;Pleurodeles;Pleurodeles waltl;Spanish Ribbed Newt
-5.48;38.697; La Serena;Badajoz;Extremadura;2012;Apr;Animalia;Reptilia;Colubridae;Hemorrhois;Hemorrhois hippocrepis;Horseshoe Whip Snake
-5.377;38.854; La Serena;Badajoz;Extremadura;2015;May;Animalia;Reptilia;Lacertidae;Timon;Timon lepidus;Ocellated Lizard
-5.361;38.751; La Serena;Badajoz;Extremadura;2015;Apr;Animalia;Reptilia;Lacertidae;Timon;Timon lepidus;Ocellated Lizard
-5.352;38.752; La Serena;Badajoz;Extremadura;2015;Apr;Animalia;Reptilia;Lacertidae;Timon;Timon lepidus;Ocellated Lizard
-5.344;38.834; La Serena;Badajoz;Extremadura;2015;Apr;Animalia;Reptilia;Lacertidae;Timon;Timon lepidus;Ocellated Lizard
-6.349;38.914; Merida;Badajoz;Extremadura;2014;Apr;Animalia;Reptilia;Colubridae;Hemorrhois;Hemorrhois hippocrepis;Horseshoe Whip Snake
-7.015;38.862;Badajoz--Azud del Guadiana;Badajoz;Extremadura;2018;Jan;Animalia;Aves;Threskiornithidae;Plegadis;Plegadis falcinellus;Glossy Ibis
-7.015;38.862;Badajoz--Azud del Guadiana;Badajoz;Extremadura;2018;Jan;Animalia;Aves;Anatidae;Anas;Mareca penelope;Eurasian Wigeon
-7.015;38.862;Badajoz--Azud del Guadiana;Badajoz;Extremadura;2019;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Little Grebe
-7.015;38.862;Badajoz--Azud del Guadiana;Badajoz;Extremadura;2019;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Black-crowned Night-Heron
-7.015;38.862;Badajoz--Azud del Guadiana;Badajoz;Extremadura;2019;Jan;Animalia;Aves;Ardeidae;Ardeola;Ardeola ralloides;Squacco Heron
-5.4;38.8;Cabeza del Buey;Badajoz;Extremadura;2019;Jan;Animalia;Mammalia;Canidae;Vulpes;Vulpes vulpes;Red Fox
-5.3;38.8;Cabeza del Buey;Badajoz;Extremadura;2019;Jan;Animalia;Mammalia;Canidae;Vulpes;Vulpes vulpes;Red Fox
-5.3;38.75;Cabeza del Buey;Badajoz;Extremadura;2019;Jan;Animalia;Mammalia;Canidae;Vulpes;Vulpes vulpes;Red Fox
-6.416;39.157;Embalse de Boqueron ;Badajoz;Extremadura;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-6.416;39.157;Embalse de Boqueron ;Badajoz;Extremadura;2007;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-6.416;39.157;Embalse de Boqueron ;Badajoz;Extremadura;2011;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-6.416;39.157;Embalse de Boqueron ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-6.694;38.348;Embalse de Brovales ;Badajoz;Extremadura;2005;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-6.694;38.348;Embalse de Brovales ;Badajoz;Extremadura;2007;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-6.694;38.348;Embalse de Brovales ;Badajoz;Extremadura;2010;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-6.694;38.348;Embalse de Brovales ;Badajoz;Extremadura;2010;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-6.694;38.348;Embalse de Brovales ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-6.694;38.348;Embalse de Brovales ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Ardeidae;Ixobrychus;Ixobrychus minutus;Avetorillo comun
-6.694;38.348;Embalse de Brovales ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Ardeidae;Ardeola;Ardeola ralloides;Garcilla cangrejera
-6.694;38.348;Embalse de Brovales ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Ardeidae;Ardea;Egretta alba;Garceta grande
-6.694;38.348;Embalse de Brovales ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2003;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2003;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2003;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2003;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2005;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2005;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2005;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2005;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2006;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2007;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2007;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2009;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2009;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2009;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2010;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2010;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2010;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2011;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2011;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2011;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-5.534;38.988;Embalse de Orellana ;Badajoz;Extremadura;2013;Jan;Animalia;Aves;Ardeidae;Ardea;Egretta alba;Garceta grande
-5.489;39.015;Embalse de Orellana--Cola Hoyo de Pela;Badajoz;Extremadura;2015;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Eared Grebe
-5.489;39.015;Embalse de Orellana--Cola Hoyo de Pela;Badajoz;Extremadura;2018;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Eared Grebe
1.83;41.792;Aiguamolls de la Bòbila;Barcelona;Cataluna;2001;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-6.574;38.533;Albuera de Feria;Barcelona;Cataluna;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-0.459;38.433;Albuera de Zafra;Barcelona;Cataluna;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
1.87;42.208;Alt Bergueda;Barcelona;Cataluna;2002;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
2.383;41.55;Argentona;Barcelona;Cataluna;2001;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Pinzon vulgar
1.884;42.015;Baix BerguedA ;Barcelona;Cataluna;2001;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
1.884;42.015;Baix BerguedA ;Barcelona;Cataluna;2002;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
2.067;41.4;BARCELONA;Barcelona;Cataluna;2000;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Pinzon vulgar
1.839;41.585;Barcelona;Barcelona;Cataluna;2013;May;Animalia;Mammalia;Bovidae;Capra;Capra pyrenaica;South-eastern Spanish Ibex
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2001;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2001;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2001;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2001;Jan;Animalia;Aves;Ardeidae;Ixobrychus;Ixobrychus minutus;Avetorillo comun
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2001;Jan;Animalia;Aves;Ardeidae;Ardea;Egretta alba;Garceta grande
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2001;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Martinete comun
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2001;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2002;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2002;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2002;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2002;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2002;Jan;Animalia;Aves;Ardeidae;Ixobrychus;Ixobrychus minutus;Avetorillo comun
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2002;Jan;Animalia;Aves;Ardeidae;Ardea;Egretta alba;Garceta grande
2.146;41.322;Delta del Llobregat;Barcelona;Cataluna;2002;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
